Location,State,County,Diversity-Index
"Niagara County, NY", NY,Niagara County,0.242081
"Marion County, KY", KY,Marion County,0.241699
"Pitkin County, CO", CO,Pitkin County,0.241631
"Jefferson County, IL", IL,Jefferson County,0.241409
"Baca County, CO", CO,Baca County,0.241141
"Sabine County, TX", TX,Sabine County,0.240993
"Goshen County, WY", WY,Goshen County,0.240787
"Dawes County, NE", NE,Dawes County,0.240703
"Jackson County, WI", WI,Jackson County,0.240277
"Chemung County, NY", NY,Chemung County,0.240206
"Jackson County, CO", CO,Jackson County,0.239856
"Hendricks County, IN", IN,Hendricks County,0.239477
"Todd County, SD", SD,Todd County,0.239373
"Becker County, MN", MN,Becker County,0.239118
"Natrona County, WY", WY,Natrona County,0.239113
"Hunterdon County, NJ", NJ,Hunterdon County,0.239112
"Montague County, TX", TX,Montague County,0.238791
"Newton County, MO", MO,Newton County,0.238768
"Queen Anne's County, MD", MD,Queen Anne's County,0.238473
"Orleans County, NY", NY,Orleans County,0.238283
"Gratiot County, MI", MI,Gratiot County,0.238268
"Cass County, MI", MI,Cass County,0.238134
"Newport County, RI", RI,Newport County,0.237899
"Logan County, IL", IL,Logan County,0.237089
"Graves County, KY", KY,Graves County,0.236716
"Knox County, NE", NE,Knox County,0.236698
"Dixon County, NE", NE,Dixon County,0.236175
"Lyon County, MN", MN,Lyon County,0.235881
"Saline County, AR", AR,Saline County,0.235541
"Hardin County, TX", TX,Hardin County,0.235096
"Defiance County, OH", OH,Defiance County,0.234954
"Franklin County, IA", IA,Franklin County,0.234877
"Cape Girardeau County, MO", MO,Cape Girardeau County,0.234437
"Stevens County, WA", WA,Stevens County,0.234176
"Chautauqua County, KS", KS,Chautauqua County,0.234079
"Holmes County, FL", FL,Holmes County,0.234
"Lonoke County, AR", AR,Lonoke County,0.233967
"Carson County, TX", TX,Carson County,0.233621
"Nassau County, FL", FL,Nassau County,0.233596
"Stanley County, SD", SD,Stanley County,0.233463
"Lee County, IL", IL,Lee County,0.233404
"Centre County, PA", PA,Centre County,0.232919
"Roanoke County, VA", VA,Roanoke County,0.232838
"Day County, SD", SD,Day County,0.23268
"Weakley County, TN", TN,Weakley County,0.232338
"Dallas County, IA", IA,Dallas County,0.232271
"Gilchrist County, FL", FL,Gilchrist County,0.231825
"Armstrong County, TX", TX,Armstrong County,0.231825
"Delaware County, OH", OH,Delaware County,0.231542
"LaSalle County, IL", IL,LaSalle County,0.231321
"Alleghany County, NC", NC,Alleghany County,0.231248
"Columbia County, NY", NY,Columbia County,0.231089
"Stark County, OH", OH,Stark County,0.230844
"Yellowstone County, MT", MT,Yellowstone County,0.230831
"Lenawee County, MI", MI,Lenawee County,0.230725
"Bradley County, TN", TN,Bradley County,0.230552
"Shawano County, WI", WI,Shawano County,0.230244
"Franklin County, VA", VA,Franklin County,0.230233
"Williams County, ND", ND,Williams County,0.229977
"Gilmer County, GA", GA,Gilmer County,0.229831
"Clarke County, VA", VA,Clarke County,0.229436
"Scott County, KY", KY,Scott County,0.229025
"Curry County, OR", OR,Curry County,0.228668
"Glascock County, GA", GA,Glascock County,0.228616
"Jefferson County, ID", ID,Jefferson County,0.22833
"St. Joseph County, MI", MI,St. Joseph County,0.228261
"Lincoln County, TN", TN,Lincoln County,0.228144
"Redwood County, MN", MN,Redwood County,0.228122
"Johnson County, IL", IL,Johnson County,0.227945
"Callahan County, TX", TX,Callahan County,0.227798
"Alexander County, NC", NC,Alexander County,0.227105
"Freeborn County, MN", MN,Freeborn County,0.227049
"Henry County, TN", TN,Henry County,0.226886
"San Miguel County, CO", CO,San Miguel County,0.22677
"Barry County, MO", MO,Barry County,0.226629
"Willacy County, TX", TX,Willacy County,0.226106
"Big Horn County, WY", WY,Big Horn County,0.226043
"Box Elder County, UT", UT,Box Elder County,0.225697
"Uinta County, WY", WY,Uinta County,0.225552
"Henderson County, KY", KY,Henderson County,0.225372
"Hyde County, SD", SD,Hyde County,0.224907
"Delaware County, IN", IN,Delaware County,0.224858
"Warren County, VA", VA,Warren County,0.224328
"Raleigh County, WV", WV,Raleigh County,0.223572
"Allegany County, MD", MD,Allegany County,0.223516
"Campbell County, WY", WY,Campbell County,0.223414
"Pike County, AR", AR,Pike County,0.223297
"Trumbull County, OH", OH,Trumbull County,0.223037
"Henderson County, TN", TN,Henderson County,0.222199
"Poinsett County, AR", AR,Poinsett County,0.222089
"Nez Perce County, ID", ID,Nez Perce County,0.222089
"Hickman County, KY", KY,Hickman County,0.222017
"Currituck County, NC", NC,Currituck County,0.221923
"Meade County, SD", SD,Meade County,0.221893
"Llano County, TX", TX,Llano County,0.221817
"Crawford County, KS", KS,Crawford County,0.221636
"Cumberland County, PA", PA,Cumberland County,0.221518
"Audrain County, MO", MO,Audrain County,0.221504
"Sussex County, NJ", NJ,Sussex County,0.221418
"Josephine County, OR", OR,Josephine County,0.221376
"Steele County, MN", MN,Steele County,0.221187
"Blount County, AL", AL,Blount County,0.221056
"Ellis County, OK", OK,Ellis County,0.220857
"Camas County, ID", ID,Camas County,0.220816
"Emmet County, IA", IA,Emmet County,0.220799
"Warren County, OH", OH,Warren County,0.219735
"Dare County, NC", NC,Dare County,0.219624
"Adams County, NE", NE,Adams County,0.219552
"George County, MS", MS,George County,0.219504
"Cottonwood County, MN", MN,Cottonwood County,0.219474
"Bon Homme County, SD", SD,Bon Homme County,0.219285
"Grundy County, IL", IL,Grundy County,0.218989
"Sublette County, WY", WY,Sublette County,0.218882
"Rabun County, GA", GA,Rabun County,0.218352
"Fairfield County, OH", OH,Fairfield County,0.21832
"Bond County, IL", IL,Bond County,0.218284
"Gem County, ID", ID,Gem County,0.21814
"Gunnison County, CO", CO,Gunnison County,0.21809
"McDonough County, IL", IL,McDonough County,0.217601
"Harney County, OR", OR,Harney County,0.21758
"Kanawha County, WV", WV,Kanawha County,0.217397
"Noble County, IN", IN,Noble County,0.217368
"Deschutes County, OR", OR,Deschutes County,0.217084
"Lackawanna County, PA", PA,Lackawanna County,0.216958
"Caldwell County, NC", NC,Caldwell County,0.216792
"Polk County, NC", NC,Polk County,0.216658
"St. Charles County, MO", MO,St. Charles County,0.216385
"Washington County, CO", CO,Washington County,0.216145
"Trigg County, KY", KY,Trigg County,0.215354
"Ogle County, IL", IL,Ogle County,0.215075
"Washington County, KY", KY,Washington County,0.214784
"Buffalo County, NE", NE,Buffalo County,0.214721
"Kimball County, NE", NE,Kimball County,0.214581
"Graham County, NC", NC,Graham County,0.214288
"Ionia County, MI", MI,Ionia County,0.213677
"McDowell County, NC", NC,McDowell County,0.213538
"Linn County, IA", IA,Linn County,0.213146
"Chautauqua County, NY", NY,Chautauqua County,0.212758
"Toole County, MT", MT,Toole County,0.212449
"Carlton County, MN", MN,Carlton County,0.21217
"Wright County, IA", IA,Wright County,0.212086
"Des Moines County, IA", IA,Des Moines County,0.212082
"Livingston County, IL", IL,Livingston County,0.211734
"Wilkes County, NC", NC,Wilkes County,0.21142
"Logan County, KY", KY,Logan County,0.211107
"Atchison County, KS", KS,Atchison County,0.210779
"Sioux County, IA", IA,Sioux County,0.210673
"Gregory County, SD", SD,Gregory County,0.210434
"Skamania County, WA", WA,Skamania County,0.210356
"Jefferson County, WA", WA,Jefferson County,0.210075
"Greene County, MO", MO,Greene County,0.210068
"Banks County, GA", GA,Banks County,0.210037
"Marshall County, IN", IN,Marshall County,0.209634
"Henry County, IA", IA,Henry County,0.209521
"White County, AR", AR,White County,0.209204
"Pike County, MO", MO,Pike County,0.208756
"Clay County, SD", SD,Clay County,0.208574
"Outagamie County, WI", WI,Outagamie County,0.208152
"Dukes County, MA", MA,Dukes County,0.208044
"Carroll County, KY", KY,Carroll County,0.207804
"Buena Vista city, VA", VA,Buena Vista city,0.207597
"Cooper County, MO", MO,Cooper County,0.207542
"Wayne County, IN", IN,Wayne County,0.20746
"Archer County, TX", TX,Archer County,0.207306
"Floyd County, IN", IN,Floyd County,0.207276
"Gilpin County, CO", CO,Gilpin County,0.206903
"Livingston Parish, LA", LA,Livingston Parish,0.206585
"Duval County, TX", TX,Duval County,0.206504
"Cameron County, TX", TX,Cameron County,0.206384
"Boone County, KY", KY,Boone County,0.206288
"Meade County, KY", KY,Meade County,0.205964
"Cherokee County, KS", KS,Cherokee County,0.205962
"Oldham County, KY", KY,Oldham County,0.20594
"Cass County, MO", MO,Cass County,0.205829
"Douglas County, OR", OR,Douglas County,0.205552
"Crook County, OR", OR,Crook County,0.205325
"Converse County, WY", WY,Converse County,0.20517
"Loudon County, TN", TN,Loudon County,0.204957
"Polk County, AR", AR,Polk County,0.204895
"Hopkins County, KY", KY,Hopkins County,0.204329
"Citrus County, FL", FL,Citrus County,0.204041
"Rappahannock County, VA", VA,Rappahannock County,0.203971
"Martin County, KY", KY,Martin County,0.203838
"Wheeler County, OR", OR,Wheeler County,0.203521
"Independence County, AR", AR,Independence County,0.203317
"Columbia County, WA", WA,Columbia County,0.202983
"Allegan County, MI", MI,Allegan County,0.202402
"Wood County, OH", OH,Wood County,0.202235
"Graham County, KS", KS,Graham County,0.202161
"Webster County, KY", KY,Webster County,0.201917
"Kosciusko County, IN", IN,Kosciusko County,0.201435
"Marion County, OH", OH,Marion County,0.201324
"Grand County, CO", CO,Grand County,0.201142
"Lincoln County, NE", NE,Lincoln County,0.201105
"Pottawattamie County, IA", IA,Pottawattamie County,0.20064
"Pend Oreille County, WA", WA,Pend Oreille County,0.200594
"Webster County, IA", IA,Webster County,0.200522
"Bureau County, IL", IL,Bureau County,0.200393
"Polk County, MN", MN,Polk County,0.200067
"Cass County, ND", ND,Cass County,0.199888
"Phelps County, MO", MO,Phelps County,0.199795
"Ness County, KS", KS,Ness County,0.199684
"McDowell County, WV", WV,McDowell County,0.199457
"Monongalia County, WV", WV,Monongalia County,0.199379
"Pratt County, KS", KS,Pratt County,0.19898
"Kenton County, KY", KY,Kenton County,0.198848
"Franklin County, TN", TN,Franklin County,0.198731
"Franklin County, PA", PA,Franklin County,0.198444
"Putnam County, TN", TN,Putnam County,0.19837
"Massac County, IL", IL,Massac County,0.198294
"Platte County, WY", WY,Platte County,0.197897
"Shenandoah County, VA", VA,Shenandoah County,0.197552
"Columbia County, OR", OR,Columbia County,0.197058
"Butler County, MO", MO,Butler County,0.196844
"Avery County, NC", NC,Avery County,0.196666
"Waseca County, MN", MN,Waseca County,0.196582
"Cherry County, NE", NE,Cherry County,0.196354
"Morgan County, IL", IL,Morgan County,0.195976
"Coffee County, TN", TN,Coffee County,0.195607
"Seneca County, NY", NY,Seneca County,0.194971
"Jones County, SD", SD,Jones County,0.194479
"Manistee County, MI", MI,Manistee County,0.194449
"Mason County, KY", KY,Mason County,0.194012
"Dolores County, CO", CO,Dolores County,0.193724
"Bristol city, VA", VA,Bristol city,0.193176
"Marathon County, WI", WI,Marathon County,0.193154
"Bedford County, VA", VA,Bedford County,0.19302
"Randolph County, MO", MO,Randolph County,0.193003
"San Juan County, WA", WA,San Juan County,0.192974
"Walker County, AL", AL,Walker County,0.192607
"Madison County, OH", OH,Madison County,0.192534
"Stearns County, MN", MN,Stearns County,0.192512
"Union County, OR", OR,Union County,0.192409
"Cuming County, NE", NE,Cuming County,0.192307
"Macon County, NC", NC,Macon County,0.192172
"Washington County, TN", TN,Washington County,0.192107
"Norton County, KS", KS,Norton County,0.191649
"McLean County, ND", ND,McLean County,0.191443
"Renville County, MN", MN,Renville County,0.191378
"DeKalb County, TN", TN,DeKalb County,0.191245
"Gilliam County, OR", OR,Gilliam County,0.19094
"Winnebago County, WI", WI,Winnebago County,0.190787
"Jackson County, AL", AL,Jackson County,0.190698
"Lake County, OH", OH,Lake County,0.19031
"Waukesha County, WI", WI,Waukesha County,0.19026
"Daviess County, KY", KY,Daviess County,0.190036
"Moniteau County, MO", MO,Moniteau County,0.189873
"Blue Earth County, MN", MN,Blue Earth County,0.189117
"Ross County, OH", OH,Ross County,0.189113
"Teller County, CO", CO,Teller County,0.189111
"Clay County, MN", MN,Clay County,0.189081
"Gogebic County, MI", MI,Gogebic County,0.188762
"Madison County, ID", ID,Madison County,0.188737
"Wyoming County, NY", NY,Wyoming County,0.188669
"Pottawatomie County, KS", KS,Pottawatomie County,0.188138
"McCreary County, KY", KY,McCreary County,0.187594
"Mille Lacs County, MN", MN,Mille Lacs County,0.187473
"Patrick County, VA", VA,Patrick County,0.187464
"Pine County, MN", MN,Pine County,0.187391
"Cheyenne County, NE", NE,Cheyenne County,0.187133
"Grant County, OK", OK,Grant County,0.187002
"Berkshire County, MA", MA,Berkshire County,0.186906
"Miami County, IN", IN,Miami County,0.186787
"Sherman County, OR", OR,Sherman County,0.186294
"Taney County, MO", MO,Taney County,0.186173
"Brown County, SD", SD,Brown County,0.185932
"Athens County, OH", OH,Athens County,0.185617
"Missoula County, MT", MT,Missoula County,0.185555
"Doniphan County, KS", KS,Doniphan County,0.185535
"Elbert County, CO", CO,Elbert County,0.185524
"Calloway County, KY", KY,Calloway County,0.185419
"Waushara County, WI", WI,Waushara County,0.185409
"Anderson County, TN", TN,Anderson County,0.185338
"Butler County, KS", KS,Butler County,0.185236
"Carver County, MN", MN,Carver County,0.185187
"Sibley County, MN", MN,Sibley County,0.185178
"Adams County, PA", PA,Adams County,0.185165
"McMinn County, TN", TN,McMinn County,0.185116
"Pope County, IL", IL,Pope County,0.185116
"Fulton County, OH", OH,Fulton County,0.184907
"Lawrence County, MO", MO,Lawrence County,0.184634
"Brooks County, TX", TX,Brooks County,0.184482
"Park County, WY", WY,Park County,0.184256
"Beaver County, PA", PA,Beaver County,0.183684
"Madison County, KY", KY,Madison County,0.183388
"Dickson County, TN", TN,Dickson County,0.183236
"Hodgeman County, KS", KS,Hodgeman County,0.183119
"Sanders County, MT", MT,Sanders County,0.183062
"Hancock County, OH", OH,Hancock County,0.183049
"Norman County, MN", MN,Norman County,0.183028
"Clay County, NE", NE,Clay County,0.183007
"Latah County, ID", ID,Latah County,0.181884
"Piute County, UT", UT,Piute County,0.181427
"Ashtabula County, OH", OH,Ashtabula County,0.181353
"Cabell County, WV", WV,Cabell County,0.181255
"Litchfield County, CT", CT,Litchfield County,0.181004
"Rockingham County, VA", VA,Rockingham County,0.180429
"Jackson County, IN", IN,Jackson County,0.180297
"McNairy County, TN", TN,McNairy County,0.180295
"Yankton County, SD", SD,Yankton County,0.180246
"White County, IN", IN,White County,0.180206
"Clinton County, MI", MI,Clinton County,0.179999
"Kent County, RI", RI,Kent County,0.179978
"Burnett County, WI", WI,Burnett County,0.179517
"Jefferson County, WI", WI,Jefferson County,0.179506
"Routt County, CO", CO,Routt County,0.179369
"Sumner County, KS", KS,Sumner County,0.179222
"Clark County, KY", KY,Clark County,0.179174
"Chittenden County, VT", VT,Chittenden County,0.178613
"Stevens County, MN", MN,Stevens County,0.178444
"Carroll County, MD", MD,Carroll County,0.178393
"Transylvania County, NC", NC,Transylvania County,0.178003
"Powell County, MT", MT,Powell County,0.177987
"Chippewa County, MN", MN,Chippewa County,0.177815
"Washington County, ME", ME,Washington County,0.1777
"Dundy County, NE", NE,Dundy County,0.177563
"Marion County, MO", MO,Marion County,0.177551
"Garfield County, UT", UT,Garfield County,0.177268
"Park County, CO", CO,Park County,0.177024
"Portage County, OH", OH,Portage County,0.176332
"Wayne County, NY", NY,Wayne County,0.176206
"Yellow Medicine County, MN", MN,Yellow Medicine County,0.175977
"Wayne County, NE", NE,Wayne County,0.175639
"Jessamine County, KY", KY,Jessamine County,0.174957
"Custer County, SD", SD,Custer County,0.174869
"Mercer County, WV", WV,Mercer County,0.174799
"La Crosse County, WI", WI,La Crosse County,0.17462
"Adams County, WI", WI,Adams County,0.174593
"Clinton County, NY", NY,Clinton County,0.174502
"Neosho County, KS", KS,Neosho County,0.174237
"Bay County, MI", MI,Bay County,0.174189
"Taylor County, KY", KY,Taylor County,0.174141
"Seneca County, OH", OH,Seneca County,0.174132
"Nelson County, KY", KY,Nelson County,0.17397
"Ellis County, KS", KS,Ellis County,0.173897
"Newaygo County, MI", MI,Newaygo County,0.17355
"Lawrence County, SD", SD,Lawrence County,0.173217
"Nicollet County, MN", MN,Nicollet County,0.172835
"Harper County, KS", KS,Harper County,0.172805
"Callaway County, MO", MO,Callaway County,0.172754
"Leelanau County, MI", MI,Leelanau County,0.172389
"Madison County, AR", AR,Madison County,0.172177
"Hamilton County, IA", IA,Hamilton County,0.17197
"Henry County, OH", OH,Henry County,0.171841
"Mercer County, PA", PA,Mercer County,0.171694
"Wayne County, TN", TN,Wayne County,0.171527
"Stark County, ND", ND,Stark County,0.171436
"Lee County, IA", IA,Lee County,0.171133
"Williamson County, IL", IL,Williamson County,0.171118
"Otoe County, NE", NE,Otoe County,0.171069
"Ontario County, NY", NY,Ontario County,0.170943
"Lumpkin County, GA", GA,Lumpkin County,0.170891
"Dodge County, WI", WI,Dodge County,0.17074
"Cayuga County, NY", NY,Cayuga County,0.17073
"Richland County, MT", MT,Richland County,0.170709
"Howard County, MO", MO,Howard County,0.170306
"Jefferson County, OH", OH,Jefferson County,0.170181
"Genesee County, NY", NY,Genesee County,0.169581
"Wahkiakum County, WA", WA,Wahkiakum County,0.169233
"Barren County, KY", KY,Barren County,0.169107
"Deer Lodge County, MT", MT,Deer Lodge County,0.169087
"Kiowa County, KS", KS,Kiowa County,0.168566
"Clay County, TX", TX,Clay County,0.168506
"Douglas County, IL", IL,Douglas County,0.168502
"Sevier County, TN", TN,Sevier County,0.168441
"Henry County, IL", IL,Henry County,0.16842
"Brookings County, SD", SD,Brookings County,0.168155
"Bourbon County, KS", KS,Bourbon County,0.167877
"Itawamba County, MS", MS,Itawamba County,0.167412
"Pipestone County, MN", MN,Pipestone County,0.167245
"Fond du Lac County, WI", WI,Fond du Lac County,0.167201
"Hickman County, TN", TN,Hickman County,0.167048
"Clear Creek County, CO", CO,Clear Creek County,0.166932
"Hidalgo County, TX", TX,Hidalgo County,0.166345
"Wallace County, KS", KS,Wallace County,0.16622
"Lane County, KS", KS,Lane County,0.166201
"Cattaraugus County, NY", NY,Cattaraugus County,0.166185
"Johnson County, IN", IN,Johnson County,0.166047
"Iroquois County, IL", IL,Iroquois County,0.165969
"Allen County, KS", KS,Allen County,0.165955
"Wayne County, PA", PA,Wayne County,0.165345
"Logan County, KS", KS,Logan County,0.165339
"Pulaski County, VA", VA,Pulaski County,0.164986
"Butte County, ID", ID,Butte County,0.16484
"Cumberland County, ME", ME,Cumberland County,0.164462
"Huron County, OH", OH,Huron County,0.164356
"Pennington County, MN", MN,Pennington County,0.164305
"Asotin County, WA", WA,Asotin County,0.16414
"Coles County, IL", IL,Coles County,0.163973
"Kootenai County, ID", ID,Kootenai County,0.163844
"Boundary County, ID", ID,Boundary County,0.163732
"Lycoming County, PA", PA,Lycoming County,0.163588
"Custer County, CO", CO,Custer County,0.163261
"Huntingdon County, PA", PA,Huntingdon County,0.162959
"Lyon County, KY", KY,Lyon County,0.162852
"Eau Claire County, WI", WI,Eau Claire County,0.162475
"Clearwater County, ID", ID,Clearwater County,0.162466
"Livingston County, NY", NY,Livingston County,0.162386
"Burleigh County, ND", ND,Burleigh County,0.162242
"Morton County, ND", ND,Morton County,0.162179
"Sheridan County, WY", WY,Sheridan County,0.162154
"Branch County, MI", MI,Branch County,0.162028
"Cheyenne County, KS", KS,Cheyenne County,0.161554
"Franklin County, ID", ID,Franklin County,0.161534
"Caldwell County, KY", KY,Caldwell County,0.161283
"Logan County, AR", AR,Logan County,0.161109
"Taylor County, IA", IA,Taylor County,0.161008
"Grafton County, NH", NH,Grafton County,0.160784
"Texas County, MO", MO,Texas County,0.160525
"Emery County, UT", UT,Emery County,0.160412
"Silver Bow County, MT", MT,Silver Bow County,0.160227
"Rhea County, TN", TN,Rhea County,0.160221
"Stokes County, NC", NC,Stokes County,0.160081
"Summers County, WV", WV,Summers County,0.159647
"Gallatin County, KY", KY,Gallatin County,0.159477
"Cherokee County, NC", NC,Cherokee County,0.159084
"Catoosa County, GA", GA,Catoosa County,0.15907
"Mecosta County, MI", MI,Mecosta County,0.15903
"Allamakee County, IA", IA,Allamakee County,0.159016
"Blount County, TN", TN,Blount County,0.158881
"Monroe County, WI", WI,Monroe County,0.158783
"Androscoggin County, ME", ME,Androscoggin County,0.158705
"Emmet County, MI", MI,Emmet County,0.158674
"Keith County, NE", NE,Keith County,0.158663
"Butte County, SD", SD,Butte County,0.15862
"Franklin County, KS", KS,Franklin County,0.158545
"Mercer County, KY", KY,Mercer County,0.158535
"Johnson County, WY", WY,Johnson County,0.158423
"Haralson County, GA", GA,Haralson County,0.158223
"Crawford County, IL", IL,Crawford County,0.158066
"Washington County, RI", RI,Washington County,0.157365
"Barnstable County, MA", MA,Barnstable County,0.157351
"Saratoga County, NY", NY,Saratoga County,0.157249
"Union County, OH", OH,Union County,0.157198
"Mineral County, MT", MT,Mineral County,0.157137
"Beaverhead County, MT", MT,Beaverhead County,0.157048
"Clinton County, IA", IA,Clinton County,0.156975
"Monroe County, TN", TN,Monroe County,0.156895
"Clinton County, IL", IL,Clinton County,0.156679
"Eddy County, ND", ND,Eddy County,0.156679
"Augusta County, VA", VA,Augusta County,0.156634
"Walker County, GA", GA,Walker County,0.15662
"Dickinson County, KS", KS,Dickinson County,0.156449
"Sauk County, WI", WI,Sauk County,0.156354
"Union County, IL", IL,Union County,0.156119
"Thomas County, KS", KS,Thomas County,0.156028
"Stanton County, NE", NE,Stanton County,0.155874
"St. Louis County, MN", MN,St. Louis County,0.155697
"Page County, IA", IA,Page County,0.155363
"Lewis and Clark County, MT", MT,Lewis and Clark County,0.155346
"St. Clair County, MI", MI,St. Clair County,0.155268
"Licking County, OH", OH,Licking County,0.155178
"Franklin County, MA", MA,Franklin County,0.155142
"Larue County, KY", KY,Larue County,0.155115
"Manitowoc County, WI", WI,Manitowoc County,0.155103
"Idaho County, ID", ID,Idaho County,0.15508
"Saline County, IL", IL,Saline County,0.154973
"Cherokee County, AL", AL,Cherokee County,0.154772
"Marion County, AL", AL,Marion County,0.15474
"Trempealeau County, WI", WI,Trempealeau County,0.154716
"Traverse County, MN", MN,Traverse County,0.154645
"Alleghany County, VA", VA,Alleghany County,0.15444
"Lincoln County, WA", WA,Lincoln County,0.153527
"Otsego County, NY", NY,Otsego County,0.153416
"Henry County, KY", KY,Henry County,0.153383
"Calumet County, WI", WI,Calumet County,0.15326
"Baker County, OR", OR,Baker County,0.153252
"Marion County, IL", IL,Marion County,0.153249
"Golden Valley County, MT", MT,Golden Valley County,0.152897
"Wayne County, UT", UT,Wayne County,0.152124
"Le Sueur County, MN", MN,Le Sueur County,0.152102
"Juneau County, WI", WI,Juneau County,0.15178
"Hot Springs County, WY", WY,Hot Springs County,0.151642
"Cerro Gordo County, IA", IA,Cerro Gordo County,0.151364
"Kane County, UT", UT,Kane County,0.151274
"Dubois County, IN", IN,Dubois County,0.151094
"Osceola County, IA", IA,Osceola County,0.151092
"Hart County, KY", KY,Hart County,0.150926
"Wise County, VA", VA,Wise County,0.15042
"Douglas County, WI", WI,Douglas County,0.150198
"Jasper County, IN", IN,Jasper County,0.150144
"Strafford County, NH", NH,Strafford County,0.15
"Monroe County, MI", MI,Monroe County,0.149833
"Montcalm County, MI", MI,Montcalm County,0.149824
"Decatur County, TN", TN,Decatur County,0.149708
"Kiowa County, CO", CO,Kiowa County,0.149703
"Hardy County, WV", WV,Hardy County,0.149613
"Bledsoe County, TN", TN,Bledsoe County,0.149502
"Mason County, MI", MI,Mason County,0.149496
"Muskingum County, OH", OH,Muskingum County,0.149461
"Garfield County, WA", WA,Garfield County,0.148916
"Washington County, IA", IA,Washington County,0.148795
"Midland County, MI", MI,Midland County,0.14842
"Adair County, MO", MO,Adair County,0.148385
"Winona County, MN", MN,Winona County,0.148223
"Haakon County, SD", SD,Haakon County,0.148149
"Warren County, MO", MO,Warren County,0.148109
"Portage County, WI", WI,Portage County,0.148057
"Watauga County, NC", NC,Watauga County,0.148004
"McPherson County, KS", KS,McPherson County,0.147826
"Grant County, OR", OR,Grant County,0.147755
"Putnam County, IN", IN,Putnam County,0.147752
"Elk County, KS", KS,Elk County,0.147706
"Weston County, WY", WY,Weston County,0.147697
"Aurora County, SD", SD,Aurora County,0.147695
"Schuylkill County, PA", PA,Schuylkill County,0.147659
"Jim Hogg County, TX", TX,Jim Hogg County,0.147644
"York County, NE", NE,York County,0.147623
"Cullman County, AL", AL,Cullman County,0.147579
"Sullivan County, IN", IN,Sullivan County,0.147337
"Wade Hampton Census Area, AK", AK,Wade Hampton Census Area,0.14702
"Todd County, MN", MN,Todd County,0.146841
"Caribou County, ID", ID,Caribou County,0.146771
"Dubuque County, IA", IA,Dubuque County,0.146515
"Perry County, AR", AR,Perry County,0.146272
"Shoshone County, ID", ID,Shoshone County,0.146234
"Faribault County, MN", MN,Faribault County,0.146195
"Cheboygan County, MI", MI,Cheboygan County,0.146185
"Hardin County, TN", TN,Hardin County,0.146075
"Montgomery County, AR", AR,Montgomery County,0.146012
"Itasca County, MN", MN,Itasca County,0.145929
"Greenwood County, KS", KS,Greenwood County,0.145877
"Fulton County, IL", IL,Fulton County,0.145688
"St. Francois County, MO", MO,St. Francois County,0.145606
"Sevier County, UT", UT,Sevier County,0.145369
"Red Willow County, NE", NE,Red Willow County,0.145355
"Bath County, VA", VA,Bath County,0.14528
"Muhlenberg County, KY", KY,Muhlenberg County,0.145246
"Stewart County, TN", TN,Stewart County,0.144836
"St. Lawrence County, NY", NY,St. Lawrence County,0.144761
"Davison County, SD", SD,Davison County,0.144731
"White County, GA", GA,White County,0.144568
"Lafayette County, MO", MO,Lafayette County,0.144565
"Newton County, IN", IN,Newton County,0.144511
"Houston County, TN", TN,Houston County,0.144454
"Jefferson County, TN", TN,Jefferson County,0.144247
"Boise County, ID", ID,Boise County,0.144202
"Marion County, TN", TN,Marion County,0.144153
"Lapeer County, MI", MI,Lapeer County,0.143934
"Lincoln County, WY", WY,Lincoln County,0.143852
"Fayette County, IL", IL,Fayette County,0.143706
"Fulton County, IN", IN,Fulton County,0.143612
"McLeod County, MN", MN,McLeod County,0.143207
"Boone County, IN", IN,Boone County,0.14287
"Union County, SD", SD,Union County,0.142792
"Essex County, NY", NY,Essex County,0.142482
"Chase County, KS", KS,Chase County,0.142399
"Hinsdale County, CO", CO,Hinsdale County,0.142369
"Montgomery County, IN", IN,Montgomery County,0.141849
"Fayette County, PA", PA,Fayette County,0.141828
"Webster County, NE", NE,Webster County,0.141781
"Ouray County, CO", CO,Ouray County,0.141661
"Marquette County, MI", MI,Marquette County,0.141244
"Franklin County, AR", AR,Franklin County,0.141133
"Sherburne County, MN", MN,Sherburne County,0.141123
"Poquoson city, VA", VA,Poquoson city,0.141123
"Goodhue County, MN", MN,Goodhue County,0.141004
"Richland County, ND", ND,Richland County,0.140984
"Delaware County, NY", NY,Delaware County,0.140657
"Richardson County, NE", NE,Richardson County,0.140654
"Ohio County, WV", WV,Ohio County,0.140648
"Adams County, IL", IL,Adams County,0.140617
"Cleburne County, AL", AL,Cleburne County,0.140602
"Treasure County, MT", MT,Treasure County,0.140308
"Clay County, KY", KY,Clay County,0.140102
"Ozaukee County, WI", WI,Ozaukee County,0.13924
"Gallatin County, MT", MT,Gallatin County,0.139135
"Wilson County, KS", KS,Wilson County,0.1391
"Hettinger County, ND", ND,Hettinger County,0.139042
"Lawrence County, PA", PA,Lawrence County,0.13854
"Fayette County, WV", WV,Fayette County,0.138268
"Ottawa County, OH", OH,Ottawa County,0.138103
"Ashe County, NC", NC,Ashe County,0.137937
"Benton County, IN", IN,Benton County,0.137566
"Grand Traverse County, MI", MI,Grand Traverse County,0.137489
"Montour County, PA", PA,Montour County,0.137328
"Lewis County, MO", MO,Lewis County,0.13712
"Brantley County, GA", GA,Brantley County,0.137111
"Morgan County, OH", OH,Morgan County,0.13687
